Identifier	Character	Dialogue	Filename	Line Number
start_64be0299	a	“That's rude of you, Zion. I expected better.	game/script.rpy	921
start_c6538159	a	How can you thank the Lord for the food that Marcus has prepared?”	game/script.rpy	922
start_babb592e	z	“What? If it was not for the Lord, we would be here.”	game/script.rpy	923
start_07d26647	a	“However, who prepared the food?”	game/script.rpy	924
start_c1b3140e	z	“But....”	game/script.rpy	925
start_cc386025	m	“Answer the question, who prepared the food? In other words, who should you really be thanking?”	game/script.rpy	926
start_a393d30e	z	“I acknowledge that you prepared the food, Marcus. So thank you, nevertheless, the Lord made everything possible.”	game/script.rpy	927
start_f9748d0b	m	“What did God, Heavenly Father, The Lord or whatever do?”	game/script.rpy	932
start_420b311d	a	“How disrespectful of you Zion.”	game/script.rpy	933
start_eda20178	z	“It's not disrespectful.”	game/script.rpy	934
start_68c03f4f	m	“How are you going to thank someone else for the food that I bought, prepared, cooked, and served for you?”	game/script.rpy	935
start_c743b00f	z	“Without God, you would not been able to have this dinner.”	game/script.rpy	936
start_0ce2b053	m	“Zion, I don’t know who this God is. Neverthe-less he has NOTHING on me.”	game/script.rpy	937
start_c5c40d23	a	“Zion, please stop”	game/script.rpy	938
start_d9a031e4	m	“Why are you insisting that this god, have something to do with everything that is me?”	game/script.rpy	939
start_91a1898c	z	“That is who He is, we are all His children.”	game/script.rpy	940
start_fca8f0f6	m	“Well, this child has a couple of words for him!”	game/script.rpy	941
start_e27f5915	m	“If he is so damn awesome, why does he need YOU to spread His teachings?”	game/script.rpy	942
start_9c31fc54	m	“He can just beam the knowledge into our heads!”	game/script.rpy	943
start_9b561046	z	“I know he exists in my heart!”	game/script.rpy	944
start_93862442	m	“There is no place for your sentimentality in an argument”	game/script.rpy	945
start_b2c23058	a	These boys are just going at it.... I am just going to sit here and enjoy my mac and whatever he used to make this sauce.	game/script.rpy	946
start_b6c2028e	z	“Shut up!”	game/script.rpy	947
start_9c432e05	m	Hehehe, this guy is sure passionate about this God thingy of his.	game/script.rpy	948
start_76dfb4cd	z	“Why do you guys reject God?”	game/script.rpy	949
start_e73984e4	a	“We do not reject we are only skeptical of his existence.”	game/script.rpy	950
start_829a0514	m	“You do not even clearly define what God, Heavenly whatever does....	game/script.rpy	951
start_e3048011	m	Much less give a reason for us to believe in Him.”	game/script.rpy	952
start_49011fbe	z	Sigh, what I am doing arguing with them? I am just going my food and relax.	game/script.rpy	953
start_c5eafaba	z	I just invited The Spirit and now The Spirit does not want to stay.	game/script.rpy	954
start_bfef349b	m	“I apologize for how I been behaving today Alexis”	game/script.rpy	955
start_b92f9068	a	Sigh, “Don't worry about it. Hehehe.”	game/script.rpy	956
start_a0f98272	a	I cannot hold it against Marcus anymore; it has been a strange day for both of us	game/script.rpy	957
start_f06f928c	m	“I am just upset today, Alexis. I don’t know why I feel this way.”	game/script.rpy	958
start_53604ba7		I sit back on my chair. Some Friday this turned out to be.	game/script.rpy	959
start_07e7ba09	m	“Ever since that dream last night—“	game/script.rpy	960
start_9e4515f3	z	Dream? “Hey Marcus, can you explain that dream to me?”	game/script.rpy	967
start_3699115a	m	“Sure, there was a choir of angels, a boy, and a fiery pentagram.”	game/script.rpy	968
start_3d9386d3	z	“Did the boy have a black book in his hand?”	game/script.rpy	969
start_e9369ecc	m	“How did you....  know?”	game/script.rpy	972
start_0f0e8f0c	m	Aww man, I can feel my skin crawling.	game/script.rpy	973
start_3accd04d	a	“Looks like we have an investigation on our hands, hehehehe.”	game/script.rpy	975
start_da0702d4	m	“No we don’t Alexis, I’m pretty sure it’s a—	game/script.rpy	976
start_e2d52555	m	Screw it, we're going into the wire!”	game/script.rpy	979
start_f8027d14	z	Wire?	game/script.rpy	980
start_4c9cb840		Walking out the living room, Alexis grabs two black and white headbands.	game/script.rpy	981
start_38f86a4e	z	“What’s going on?”	game/script.rpy	982
start_4fe6d4a4	m	“Alexis are the headbands done charging?”	game/script.rpy	983
start_f57a32c7	a	“Yes they are.”	game/script.rpy	984
start_b3956a38		Marcus and Alexis turns off the lights.	game/script.rpy	985
start_766e2487	z	“Hey guys, what are you doing?”	game/script.rpy	986
start_cea05cde	a	“Here, put on this headband Zion.	game/script.rpy	987
start_832c181e	a	I will explain when we get there.”	game/script.rpy	988
start_825f3b62		Marcus's wrist displays a holographic user interface.	game/script.rpy	989
start_4c0b8251		Marcus falls unconscious on the the sofa as Zion puts on the headband.	game/script.rpy	992
start_26fb9605	z	Why did Marcus just collapse over there? Seriously, what is happening here?	game/script.rpy	995
start_8f56bd84	z	Alexis, why are you smiling so evil-like? She gets closer and closer. I do not feel comfortable around her right now.	game/script.rpy	996
start_b599d7a9	z	No wait,  stop...  She presses on the button on my headband...	game/script.rpy	998
start_9a3ab185		Meanwhile in the wire.	game/script.rpy	1011
start_f8d46c3a	d	“… Where....am...I?”	game/script.rpy	1015
start_b89a48b2		She looks at her static hand.	game/script.rpy	1017
start_1b89f9c8	d	“… How did I get here?”	game/script.rpy	1018
start_e344338e		She looks around the forest and sees a cloud shaped that spells out Marcus's name.	game/script.rpy	1019
start_324180e6	d	“…Marcus...”	game/script.rpy	1020
start_70816d58	d	“…GRRHHHHH”	game/script.rpy	1028
start_a41252a8	d	“AAAAAAARRRRRGGGHHH!”	game/script.rpy	1039
start_6404c714		Inside the body of the young woman lies another woman.	game/script.rpy	1064
start_ff971d86	u	“…Sigh... ”	game/script.rpy	1066
start_9dd0979c	u	“Huh?!”	game/script.rpy	1069
start_0ff857c3	u	“What the...”	game/script.rpy	1073
start_89aa0988	d	“EEEYYYAAAAAAAAAAHHHHHHHHHHAHAHAHAHAHA!”	game/script.rpy	1077
start_43aea9aa	u	“What the crap is going on?”	game/script.rpy	1081
start_b1f80dc4	u	“ARGG! SET ME FREE!”	game/script.rpy	1084
start_5335ea78		The light skin girl breaks from her binds.	game/script.rpy	1092
start_ae3e434b		As she travels around the body she sees--	game/script.rpy	1093
start_24b2e8df	u	“Well, great.”	game/script.rpy	1098
start_f4a4c4bf	d	“…Oh hi sis.”	game/script.rpy	1104
start_0f09a2ab	d	“Since you're free now, do you think you can reach me and keep that promise?”	game/script.rpy	1105
start_dffee177	u	She's located in the head.	game/script.rpy	1114
start_74bfea1f	u	If I keep this pace I will make it in no time.	game/script.rpy	1115
start_dded2637	z	“AAAHHHHHH!!!”	game/script.rpy	1125
start_b0421f64	m	“You can stop screaming now.”	game/script.rpy	1127
start_73da15b1	z	“Where am I?”	game/script.rpy	1128
start_5bee149b	m	“The artificial fourth dimension aka the wire. This is where people go to manifest whatever their heart's desire.”	game/script.rpy	1129
start_acce60c3	m	“Anything that you can think of manifests here.”	game/script.rpy	1130
start_2b636e5b	z	“Artificial fourth dimension, what the natural fourth dimension?”	game/script.rpy	1131
start_0099eb9f	m	“That's the astral plane, only accessible to those that can astral project.”	game/script.rpy	1132
start_f356ec1d	z	“That's where you saw me in surrounded by fire in the shape of the pentagram. How do we investigate this dream?”	game/script.rpy	1133
start_40b2d068	m	“I am going to recreate the dream, and you can help understand the meaning behind it.”	game/script.rpy	1136
start_c16c9292	z	“Go ahead, and should Alexis be here already?”	game/script.rpy	1137
start_82aad54b	m	“...” Something does not seem right here.	game/script.rpy	1140
start_1631cae4	z	“Marcus...”	game/script.rpy	1141
start_3cde9c2b	m	I fly up to see the forest.	game/script.rpy	1143
start_d4974fe5	m	“Zion, get inside the forest, someone else is using up the memory in this virtual plane.”	game/script.rpy	1144
start_1db1d9eb	u	“Oh…I found you.”	game/script.rpy	1150
start_1fbdc465	d	“Ahh~ so you're ready to play with me sister.”	game/script.rpy	1152
start_ff358a94	d	“You're hoping to take back your body, to have it your way?”	game/script.rpy	1153
start_d2783415	d	“My apologies, but I am afraid that I can't let you do that.”	game/script.rpy	1154
start_b7fa016d	u	“…I am not taking 'no' for an answer! I'm taking my body back now!”	game/script.rpy	1155
start_cf0ae48a	d	“…Wait, you think you're going to force me from you?”	game/script.rpy	1156
start_c92c214e	u	“…I will never know unless I try sis.”	game/script.rpy	1157
start_574c6f88	d	“Well then, take back your body and fulfill your wish!”	game/script.rpy	1158
start_0aaa847d		A fierce battle explodes between the twin sisters, the light-skinned girl flies and attempts to sock the other girl.	game/script.rpy	1159
start_882f5fc6		The black-skinned girl catches her fist, as throws her head into a nerve. Getting back up to clash fists with her sister.	game/script.rpy	1160
start_5ef3d220	d	“Why do you keep trying, you’ll inevitably fail honey.”	game/script.rpy	1206
start_dd0d1c99	u	“I made a promise to her that we will be together forever”	game/script.rpy	1207
start_e7d7a3ed		The light skinned woman, head-butts her own sister.	game/script.rpy	1208
start_fc0a8b06		Then slams her head midair, the black skinned woman gaining momentum returns to ram her sister.	game/script.rpy	1211
start_8375fa40		The light-skinned woman slaps her in the jaw; black skinned woman retaliates by punching her in the eyes.	game/script.rpy	1216
start_8a58bf01		While the light-skinned woman is knocked out, she grabs her legs and repeatedly face-plants her on the nerves. 	game/script.rpy	1220
start_f5228dea		The light-skinned woman wakes, and she tosses her with great force to the nerve.	game/script.rpy	1235
start_2e17cabc	d	“You still have faith in that promise?”	game/script.rpy	1245
start_e52e4f5c	d	“Everything you fought for has been a lie.	game/script.rpy	1246
start_7d6026a6	d	You refuse to believe me, although we are fundamentally the same. “	game/script.rpy	1247
start_a6aac93d	u	“IF I knew it was a lie, why would I keep fighting for it?”	game/script.rpy	1248
start_619e66cf	d	“Because you’re hopeless!	game/script.rpy	1249
start_b70f7b99	d	You’d have nothing left if it was a lie,so you assume it has to be the truth.”	game/script.rpy	1250
start_941713c2	u	“YOU LIAR!!!”	game/script.rpy	1253
start_f7b76c58	d	“Well…Let me show you the truth!”	game/script.rpy	1254
start_901e477b		The dark skinned girl throws her sister one last time.	game/script.rpy	1262
start_8b1089b1	u	“I am... back to normal”	game/script.rpy	1268
start_7cd45d31	d	“You wish, I still have control and it looks like we have some company.”	game/script.rpy	1272
start_8bfde8fe	z	“Hello!”	game/script.rpy	1274
start_7a475167	u	“*Gasp*”	game/script.rpy	1276
start_9ea2ae9c		The wind blows silently.	game/script.rpy	1278
start_5b7180a3		There are trees outside the field of grass; the brightest thing in the sky is the moon.	game/script.rpy	1279
start_a94f1c5a	u	“Hello mister, where did you get that ring from?”	game/script.rpy	1280
start_5f1e4187	z	“I wish I knew.”	game/script.rpy	1281
start_382feb6b	u	...Wish...	game/script.rpy	1282
start_69056fd8	m	“Hey Zion, who is this girl?”	game/script.rpy	1286
start_e43f4acd	z	“I do not know.”	game/script.rpy	1288
start_695a9df9	m	“Is she high?”	game/script.rpy	1289
start_2f5ed519	z	“I do not know what it means to be high.”	game/script.rpy	1290
start_7bf90615		Marcus snaps his fingers.	game/script.rpy	1292
start_8b5bc82a	u	“Huh.”	game/script.rpy	1295
start_5e635d87	m	“Now that I have your attention, what are you doing here?”	game/script.rpy	1298
start_a509ddf2	u	“Ummm,....”	game/script.rpy	1301
start_2fa22225	m	“Better yet, how are you even here? This server is encrypted.”	game/script.rpy	1304
start_3faab792	u	“Uhh....”	game/script.rpy	1309
start_a556955f		The young girl runs off and dissappears.	game/script.rpy	1311
start_b1d46e5c	a	“Hey guys, what I missed?”	game/script.rpy	1314
start_2b72f73b	m	“...”	game/script.rpy	1316
start_d1cd52b4	z	“...”	game/script.rpy	1317
